id,imagenum,year,keywords,_inventar_nr,_titel,_personen,_funktion,_durchmesser,_abmessungen,_gewicht,_material,_literatur,_ortdatierung,_beschreibung,_schlagworte
236570,2,1840,"Frankfurt (Main),Auerswald,Hans Adolf Erdmann von,Mord,Medaille",X 4278,"Medaille zum Andenken an den in Frankfurt / Main am 18.09.1848 ermordeten General Hans von Auerswald, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1848","Drentwett, Gottfried; Medailleur
 ",Medailleur,"3,74 cm",,19 g,Silber,,"Augsburg, 1848","Vs: Doppelzeilige Umschrift oben unter Stabrand: General V. = AUERSWALD / GEB. 1792. = ERM. D. 18. SEPT. 1848. 
Der preußische General Hans Adolf Erdmann von Auerswald, Büste nach halblinks, in Zivil 

Rs: Umschrift unter Stabrand: GEFALLEN EIN OPFER FANATISCHER WUTH. 
Trauernder Engel unter einer Weide nach rechts. 
Im Abschnitt: DRENTWETT. F.","Frankfurt (Main)
Auerswald, Hans Adolf Erdmann von
Mord
Medaille
"
236573,2,1850,"Schadow,Gottfried,Tod,Medaille",X 4279,"Medaille auf den Tod von Johann Gottfried Schadow am 27.01.1850, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1850","Kullrich, Wilhelm; Medailleur
Schadow, Gottfried (Künstler); Bildhauer
 ",,"5,07 cm",,"54,2 g",Bronze,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 100, lfd. Nr. K 3",1850,"Vs: Umschrift unter Stabrand: GOTTFRIED SCHADOW BILDHAUER * GEB. D. 20 MAI 1764 GEST. D. 27 JAN. 1850 * 
Brustbild des Bildhauers und Grafikers Schadow mit Kappe, nach rechts. 
Im Armabschnitt: W. K. 

Rs: Reliefplastik ""Die Parzen"" von dem von Schadow geschaffenen Grabmal für den Grafen Alexander von der Mark. 
Auf der Sockelleiste: G. SCHADOW INV. ET SCULP. IN MARMORE. 1790. 
Im Abschnitt: LONGAEVUM SERVARUNT / PARCAE","Schadow, Gottfried
Tod
Medaille
"
236587,2,1850,"Herder,Johann Gottfried von,Denkmal,Weimar,Medaille",X 4280,"Medaille auf die Enthüllung des Denkmals für Johann Gottlieb Herder am 25.08.1850 in Weimar, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1850","König, Friedrich Anton; Medailleur, Vorderseite
Facius, Angelica; Medailleur, Vorderseite
 ",Medailleur,"4,29 cm",,"47,1 g",Bronze,,1850,"Vs: Stabrand 
Brustbild des Dichters und Philosophen Herder nach rechts. 
Im Brustabschnitt: KOENIG 
Unter dem Brustabschnitt: ANG. FACIUS F. 

Rs: Stabrand 
Im Sternenkranz: DENKMALS- / ENTHÜLLUNG / IN / WEIMAR / 25 AUGUST / 1850.","Herder, Johann Gottfried von
Denkmal
Weimar
Medaille
"
236606,2,1850,"Blücher,Gebhard Leberecht von,Mausoleum,Krobielowice,Medaille",X 4281,"Medaille auf das Blücher-Mausoleum in Krieblowitz, Schlesien, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1853","Kullrich, Wilhelm; Medailleur, Vorder- und Rückseite
Strack, Johann Heinrich, Baumeister, Rückseite
 ",,"5,09 cm",,"57,2 g",Bronze,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 102, lfd. Nr. K 8",1853,"Vs: Umschrift unter Stabrand: GEBH. LEBR. FUERST BLUECHER V. WAHLSTATT · G. 16 DEC. 1742 GEST. 12 SEP. 1819 
Kopf Blüchers nach links. 
Unten in der Hohlkehle: W. KULLRICH FEC. 

Rs: Umschrift unter Stabrand: D. FUERSTEN BLUECHER V. WAHLSTATT DIE KOENIGE FRIED. WILH. III FRIED. WILH. IV  U.D. HEER 
Das Mausoleum. 
Hohlkehle unter dem Denkmalsockel: STRACK INV.  KULLRICH FEC. 
Im Abschnitt: VOLLENDET MDCCCLIII","Blücher, Gebhard Leberecht von
Mausoleum
Krobielowice
Medaille
"
236634,2,1820,"Prinz Friedrich Karl von Preußen,Geburt,Medaille",X 4282,"Medaille auf die Geburt des Prinzen Friedrich Karl Nikolaus von Preußen am 20.03.1828, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1828","Brandt, Henri-François; Medailleur
 ",,"4,51 cm",,"41,9 g",Bronze,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 238, lfd. Nr. 2454. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 24. 
 Menadier, Julius: Schaumünzen des Hauses Hohenzollern. Königliche Museen zu Berlin, Berlin 1901, S. 121, lfd. Nr. 473. 
 Henri Francois Brandt. Erster Medailleur an der Königlichen Münze und Professor der Gewerbe-Academie zu Berlin (1789-1845). Leben und Werke, bearb. v. Hildegard Lehnert, Berlin 1897, S. 56, lfd. Nr. 46",1828,"Vs: Umschrift zwischen Stabrand und Innenkreis auf erhabenem Rand: FRIEDRICH CARL NICOLAUS PRINZ VON PREUSSEN * 
Brustbild des Säuglings nach links. 
Im Armabschnitt: BRANDT F 

Rs: Stabrand 
Nach rechtshin kniender Genius, mit nach links gewandtem Gesicht, trägt auf den Schultern eine Tafel mit durchgezogener Kordel, worauf geschrieben steht: GEBOREN / D. 20 MÄRZ / 1828.","Prinz Friedrich Karl von Preußen
Geburt
Medaille
"
236698,2,1810,"Alexander I.,Zar von Russland,Friedrich Wilhelm III.,König von Preußen,Berlin/Kreuzbergdenkmal,Medaille",X 4283,"Medaille auf die Grundsteinlegung zum Siegesdenkmal auf dem Kreuzberg in Berlin am 19.09.1818, Königreich Preußen, König Friedrich Wilhelm III. (1797-1840), 1819","Brandt, Henri-François; Medailleur
Schinkel, Karl Friedrich (Architekt), Architekt
 ",,"5,02 cm",,"69,4 g",Bronze,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 223, lfd. Nr. 2235. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2, S. 3, S. 10, S. 24. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, Vgl. S. 167, lfd. Nr. 134. 
 Henri Francois Brandt. Erster Medailleur an der Königlichen Münze und Professor der Gewerbe-Academie zu Berlin (1789-1845). Leben und Werke, bearb. v. Hildegard Lehnert, Berlin 1897, S. 51, lfd. Nr. 25","Berlin, 1819","Vs: Stabrand. 
Im Lorbeerkranz die Köpfe des Zaren von Rußland, Alexander I. und des Königs von Preußen, Friedrich Wilhelm III., nebeneinander nach links. Neben den Köpfen ALEXANDER I. = FRIED WILHELM III. 
Im Halsabschnitt des Königs: BRANDT. F. 

Rs: Stabrand 
Vierzeilige Umschrift: DANKBAR GEGEN GOTT EINGEDENK SEINER TREUEN VERBUNDETEN = UND EHREND DIE TAPFERKEIT SEINES VOLKES LEGTE IN = / GEMEINSCHAFT MIT ALEXANDER I KAISER VON = RUSSLAND FRIEDRICH WILHELM III DEN 19 = / SEPTEMBER 1818 DEN GRUNDSTEIN DES DENKMALS FÜR DIE RUHMVOLLEN EREIGNISSE IN DEN IAHREN = / 1813 18 = 14 1815 
Ansicht des im gotischen Stil errichteten Denkmals. 
Unterhalb des Sockels: SCHINKEL ARC:","Alexander I., Zar von Russland
Friedrich Wilhelm III., König von Preußen
Berlin/Kreuzbergdenkmal
Medaille
"
236701,2,1850,"Schadow,Gottfried,Tod,Medaille",X 4284,"Medaille auf den Tod von Johann Gottfried Schadow am 27.01.1850, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), 1850","Kullrich, Wilhelm; Medailleur
Schadow, Gottfried (Künstler); Bildhauer
 ",,"5,09 cm",,"58,6 g",Bronze,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 100, lfd. Nr. K 3",1850,"Vs: Umschrift unter Stabrand: GOTTFRIED SCHADOW BILDHAUER * GEB. D. 20 MAI 1764 GEST. D. 27 JAN. 1850 * 
Brustbild des Bildhauers und Grafikers Schadow mit Kappe, nach rechts. 
Im Armabschnitt: W. K. 

Rs: Reliefplastik ""Die Parzen"" von dem von Schadow geschaffenen Grabmal für den Grafen Alexander von der Mark. 
Auf der Sockelleiste: G. SCHADOW INV. ET SCULP. IN MARMORE. 1790. 
Im Abschnitt: LONGAEVUM SERVARUNT / PARCAE","Schadow, Gottfried
Tod
Medaille
"
236704,2,1860,"Wilhelm I.,Deutscher Kaiser,Friedrich Wilhelm IV.,König von Preußen,Dirschau,Dirschau/Alte Weichselbrücke,Jubiläum,Sambor II.,Medaille",X 4285,"Medaille auf das 600-jährige Stadtjubiläum von Dirschau an der Weichsel, Königreich Preußen, Provinz Preußen, Dirschau, König Friedrich Wilhelm IV. (1840-1861), 1860","Kullrich, Wilhelm; Medailleur
 ",,"5,09 cm",,"59,6 g",Bronze,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 117, lfd. Nr. K 32. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 89, lfd. Nr. 3937. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 4, S. 11, S. 30",1860,"Vs: Umschrift zwischen Stabrand und Innenkreis: SAMBOR HERZOG VON POMMERN VERLIEH DIRSCHAV STAEDTISCHES RECHT = 1260 + 
Im Innenkreis der geharnischte Herzog Sambor mit Lanze und daran befestigtem Banner in der rechten Hand, sowie mit der Linken den Greifenschild haltend. 

Rs: Stabrand. 
Rechteckige Tafel mit der Ansicht der Dirschauer Brücke über die Weichsel. Darüber Medaillon mit den Köpfen des preußischen Prinzregenten Wilhelm und König Friedrich Wilhelm IV. nebeneinander linkshin, gehalten von zwei sitzenden Frauen. Unter der Tafel der auf zwei Donnerkeilen stehende gekrönte preußische Adler. Unten am Rand: ZUR IUBELFEIER = DIRSCHAU 1860 
Unten in der Hohlkehle: W. KULLRICH BERLIN","Wilhelm I., Deutscher Kaiser
Friedrich Wilhelm IV., König von Preußen
Dirschau
Dirschau/Alte Weichselbrücke
Jubiläum
Sambor II.
Medaille
"
236809,2,1850,"Brandenburg,Niederlausitz,Landwirtschaft,Preis,Medaille",X 4286,"Medaille als Ehrenpreis des Landwirtschaftlichen Provinzial-Vereins für die Mark Brandenburg und die Niederlausitz, Königreich Preußen, König Friedrich Wilhelm IV. (1840-1861), o. J.  ","Pfeuffer, Christoph Carl; Medailleur, vermutlich
 ",,"4,27 cm",,"27,2 g",Silber,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 77, lfd. Nr. P 128","Berlin, o. J.","Vs: Stabrand. 
Schwebender gekrönter preußischen Adler über landwirtschaftlichen Motiven wie einem säenden Bauern, einem Dorf, Nutztieren, Feld- und Gartenfrüchten sowie Ackergeräten. 
Im Abschnitt: G. LOOS DIR. 

Rs: Innerhalb eines Kranzes aus Blumen und Kornähren, die aus Füllhörnern quellen: EHRENPREIS / ERTHEILT VOM / LANDWIRTSCHAFTL. / PROVINZIAL-VEREIN / FÜR DIE MARK / BRANDENBURG / UND DIE / NIEDERLAUSITZ","Brandenburg
Niederlausitz
Landwirtschaft
Preis
Medaille
"
236819,2,1860,"Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Königsberg,Krönung,Medaille",X 4287,"Die Krönung des Prinzen Wilhelm und seiner Frau Augusta zum König und zur Königin von Preußen am 18.10.1861 in Königsberg, Königreich Preußen, Provinz Preußen, Königsberg, König Wilhelm I. (1861-1888), 1861","Pfeuffer, Christoph Carl; Medailleur, Vorder-u. Rückseite
 ",,"4,22 cm",,"42,1 g",Gold,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 60, lfd. Nr. P 94. 
 Menadier, Julius: Schaumünzen des Hauses Hohenzollern. Königliche Museen zu Berlin, Berlin 1901, S. 119, lfd. Nr. 459. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 88, lfd. Nr. 3929. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S.2, S. 15, S. 21, S. 24. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, S. 189, lfd. Nr. 160",1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG = AUGUSTA KOENUGIN V. PREUSSEN 
Brustbilder des gekrönten Königspaares im Ornat nach rechts. 
Bogenschrift unten am Rand: ZUR KROENUNG am 18 OCT. 1861 
Unten in der Hohlkehle: C. PFEUFFER FEC. 

Rs: Stabrand. 
Im runden Mittelfeld gekrönter Adlerschild, Zepter, Schwert und Reichsapfel vor dem Eisernen Kreuz. Auf dem umgebenen Rand SUUM CUIQUE. Darunter Band, belegt mit den Wappenschilden (1). der Markgrafschaft Brandenburg, (2.) des Großherzogtums Niederrhein, der Herzogtümer Kleve, Jülich, Berg, (3.) der Herzogtümer Sachsen, Magdeburg, des Fürstentums Halberstadt, der Landgrafschaft Thüringen, (4.) der Fürstentümer Paderborn, Münster, Minden, der Grafschaften Mark und Ravensberg, des Herzogtums Westfalen, (5.) der Grafschaft Hohenzollern, der Burggrafschaft Nürnberg, (6.) des Herzogtums Pommern, (7.) des Großherzogtums Posen, (8.) des Herzogtums Schlesien, die mit der Kette des Schwarzen Adlerordens verbunden sind. 
Unten in der Hohlkehle: C. PFEUFFER FEC.","Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Königsberg
Krönung
Medaille
"
236824,2,1860,"Krönung,Königsberg,Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Medaille",X 4288,"Die Krönung des Prinzen Wilhelm und seiner Frau Augusta zum König und zur Königin von Preußen am 18.10.1861 in Königsberg, Königreich Preußen, Provinz Preußen, Königsberg, König Wilhelm I. (1861-1888), 1861","Pfeuffer, Christoph Carl; Medailleur, Vorder- u. Rückseite
 ",,"4,23 cm",,"29,5 g",Silber,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 60, lfd. Nr. P 94. 
 Menadier, Julius: Schaumünzen des Hauses Hohenzollern. Königliche Museen zu Berlin, Berlin 1901, S. 119, lfd. Nr. 459. 
 Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 88, lfd.Nr. 392. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2, S. 15, S. 21, S. 24",1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG = AUGUSTA KOENUGIN V. PREUSSEN 
Brustbilder des gekrönten Königspaares im Ornat nach rechts. 
Bogenschrift unten am Rand: ZUR KROENUNG am 18 OCT. 1861 
Unten in der Hohlkehle: C. PFEUFFER FEC. 

Rs: Stabrand. 
Im runden Mittelfeld gekrönter Adlerschild, Zepter, Schwert und Reichsapfel vor dem Eisernen Kreuz. Auf dem umgebenen Rand SUUM CUIQUE. Darunter Band, belegt mit den Wappenschilden (1). der Markgrafschaft Brandenburg, (2.) des Großherzogtums Niederrhein, der Herzogtümer Kleve, Jülich, Berg, (3.) der Herzogtümer Sachsen, Magdeburg, des Fürstentums Halberstadt, der Landgrafschaft Thüringen, (4.) der Fürstentümer Paderborn, Münster, Minden, der Grafschaften Mark und Ravensberg, des Herzogtums Westfalen, (5.) der Grafschaft Hohenzollern, der Burggrafschaft Nürnberg, (6.) des Herzogtums Pommern, (7.) des Großherzogtums Posen, (8.) des Herzogtums Schlesien, die mit der Kette des Schwarzen Adlerordens verbunden sind. 
Unten in der Hohlkehle: C. PFEUFFER FEC.","Krönung
Königsberg
Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Medaille
"
236833,2,1860,"Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Königsberg,Krönung,Medaille",X 4289,"Medaille auf die Krönung des Prinzen Wilhelm und seiner Frau Augusta zum König und zur Königin von Preußen am 18.10.1861 in Königsberg, Königreich Preußen, Provinz Preußen, Königsberg, König Wilhelm I. (1861-1888), 1861","Staudigel, Franz; Stempelschneider, Vorderseite
Fischer, Johann Carl Gottlob; Medailleur, Rückseite
 ","Medailleur, Stempelschneider","3,05 cm",,"10,5 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 3, Die Provinzen Sachsen, Rheinprovinz (mit Hohenzollern), Westfalen, Hannover, Schleswig-Holstein, sowie Ansbach-Bayreuth, Neuenburg, Berlin 1876, Vgl.: S. 88, lfd. Nr. 3930. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2, S. 15, S. 21, S. 24",1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG AUGUSTA KOENIGIN V. PREUSSEN * 
Brustbilder des gekrönten Königspaares mit umgelegtem Hermlin nebeneinander rechtshin. 
Unten, in der Hohlkehle: F. STAUDIGEL FEC. 

Rs: Umschrift unter Stabrand: ZUR KROENUNG = D. 18 OCTBR. 1861 
Das Königspaar auf dem Thron. Davor der Adler mit der Verfassungsrolle, die die vertiefte Aufschrift 1850 trägt. Am Boden die kniende Borussia, ihre Arme dem Königspaar entgegenstreckend. Daneben am Boden ein Schwert und eine Opferschale, in derem Fuß MIT GUT / UND BLUT . 
Unten am Rand: G. LOOS D.  C. FISCHER F.","Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Königsberg
Krönung
Medaille
"
236890,2,1860,"Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Königsberg,Krönung,Medaille",X 4290,"Medaille auf die Krönung des Prinzen Wilhelm und seiner Frau Augusta zum König und zur Königin von Preußen am 18.10.1861 in Königsberg, Königreich Preußen, Provinz Preußen, Königsberg, König Wilhelm I. (1861-1888), 1861","Staudigel, Franz; Stempelschneider, Vorderseite
Fischer, Johann Carl Gottlob; Medailleur, Rückseite
 ","Medailleur, Stempelschneider","4,25 cm",,"31,8 g",Bronze,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 88, lfd. Nr. 3930. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2, S. 15, S. 21, S. 24",1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG AUGUSTA KOENIGIN V. PREUSSEN * 
Brustbilder des gekrönten Königspaares mit umgelegtem Hermlin nebeneinander rechtshin. 
Unten, in der Hohlkehle: F. STAUDIGEL FEC. 

Rs: Umschrift unter Stabrand: ZUR KROENUNG = D. 18 OCTBR. 1861 
Das Königspaar auf dem Thron. Davor der Adler mit der Verfassungsrolle, die die vertiefte Aufschrift 1850 trägt. Am Boden die kniende Borussia, ihre Arme dem Königspaar entgegenstreckend. Daneben am Boden ein Schwert und eine Opferschale, in derem Fuß MIT GUT / UND BLUT . 
Unten am Rand: G. LOOS D.  C. FISCHER F.","Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Königsberg
Krönung
Medaille
"
236893,2,1860,"Krönung,Königsberg,Wilhelm I.,Deutscher Kaiser,Augusta,Deutsche Kaiserin,Medaille",X 4291,"Medaille auf die Krönung des Prinzen Wilhelm und seiner Frau Augusta zum König und zur Königin von Preußen am 18.10.1861 in Königsberg, Königreich Preußen, Provinz Preußen, Königsberg, König Wilhelm I. (1861-1888), 1861","Kullrich, Wilhelm; Medailleur
 ",,3 cm,,"10,7 g",Zinn,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 2, Die Provinzen Preussen, Pommern, Posen und Schlesien, Berlin 1876, S. 87, lfd. Nr. 3925. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 2, S. 15, S. 21, S. 24. 
 Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 119, lfd. Nr. K 36",1861,"Vs: Umschrift unter Stabrand: WILHELM KOENIG VON PREUSSEN  AUGUSTA KOENIGIN V. PREUSSEN * 
Die Köpfe des Königspaares nebeneinander nach links, die Königin mit Diadem. 
Im Halsabschnitt des Königs: W. KULLRICH F. 

Rs: Umschrift oben: ZUR KROENUNG 1861 
Im Feld die Krone, umgeben von der Kette des Schwarzen Adlerordens, beides eingefaßt in einem oben offenen Lorbeerkranz, darüber, unterhalb der Krone, Zepter, Reichsapfel und Schwert.","Krönung
Königsberg
Wilhelm I., Deutscher Kaiser
Augusta, Deutsche Kaiserin
Medaille
"
236896,2,1860,"Preußen,Preis,Wissenschaft,Medaille",X 4292,"Preismedaille für Wissenschaft, Königreich Preußen, König Wilhelm I. (1861-1888), o. J. (1861)","Kullrich, Wilhelm; Stempelschneider, Vorderseite
Pfeuffer, Carl; Stempelschneider, Rückseite
 ",,"3,06 cm",,"15,3 g",Silber,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, S. 173, lfd. Nr. K 128. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, Vgl.: S. 176, lfd. Nr.144",1861,"Vs: Im Mittelfeld Kopf König Wilhelm I. nach rechts. Umschrift: WILHELM KOENIG VON PREUSSEN . Unten bogenförmig: KULLRICH F. 
Um das Mittelfeld Reliefband mit vier Feldern, die die Wissenschaften Theologie, Philosophie, Medizin und Jurisprudenz symbolisch darstellen. Zwischen den Feldern Abschnitte mit Palmetten. 

Rs: Helios fährt im vierspännigen Sonnenwagen über einen Teil des Tierkreisbogens. 
Unten am Rand: C. PFEUFFER FEC.","Preußen
Preis
Wissenschaft
Medaille
"
236900,2,1860,"Wilhelm I.,Deutscher Kaiser,Prämie,Preis,Berlin/Akademie der Künste Berlin,Medaille",X 4293,"Große Prämienmedaille der Akademie der Künste zu Berlin für Eleven und Schüler, Königreich Preußen, König Wilhelm I. (1861-1888), o. J. (1861-1865)","Fischer, Johann Carl Gottlob; Medailleur, Vorderseite
Jachtmann, Johann Ludwig; Medailleur, Rückseite
 ",Medailleur,"4,69 cm",,"50,7 g",Silber,"Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, Vgl.: S. 67, lfd. Nr. P 108. 
 Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, Vgl. : S. 177, lfd.Nr. 146",1861-1865,"Vs: Umschrift unter Stabrand: WILHELM KŒNIG VON PREUSSEN 
Kopf des Königs nach rechts. 
Unter dem Halsabschnitt: K. FISCHER F. 

Rs: Umschrift oben unter Stabrand: DIE KÖNIGL. = AKADEMIE DER KÜNSTE 
Linkshin an einem Pult mit antikem Kandelaber sitzende Frau im antiken Gewand mit Papier und Zeichenstift. Vor ihr eine Stele mit der rechtsgewandten Eule der Pallas Athena. 
Rechts am Medaillenrand: IACHTM. F. 
Im Abschnitt: ANERKENNUNG / D. FLEISSES","Wilhelm I., Deutscher Kaiser
Prämie
Preis
Berlin/Akademie der Künste Berlin
Medaille
"
236913,2,1860,"Berlin/Akademie der Künste Berlin,Prämie,Preis,Wilhelm I.,Deutscher Kaiser,Medaille",X 4294,"Kleine Prämienmedaille der Akademie der Künste zu Berlin für ihre Eleven und Schüler, Königreich Preußen, König Wilhelm I. (1861-1888), o. J. (1861-1866)","Fischer, Johann Carl Gottlob; Medailleur, Vorderseite
Goetze, Gottlieb; Medailleur, Rückseite
 ",Medailleur,"3,33 cm",,"21,7 g",Silber,"Steguweit, Wolfgang / Kluge, Bernd: Suum cuique. Medailllenkunst und Münzprägung in Brandenburg-Preußen, Berlin 2008, Vgl.: S. 178, lfd. Nr. 149. 
 Sommer, Klaus: Die Medaillen der königlich-preussischen Hof-Medailleure Christoph Carl Pfeuffer und Friedrich Wilhelm Kullrich, Osnabrück 1986, Vgl.: S. 67, lfd. Nr. P 109",1861-1864,"Vs: Umschrift unter Stabrand: WILHELM KOENIG VON PREUSSEN 
Kopf des Königs nach rechts. 
Unter dem Halsabschnitt: K. FISCHER F. 

Rs: Umschrift oben unter Stabrand: ANERKENNUNG DES = FLEISSES 
Rechhtshin im antiken Gewand kniender zeichnender Jüngling vor einer Stele, auf der die Eule der Palas Athena sitzt. 
Auf der Abschnittsleiste: GOETZE F. 
Im Abschnitt: KOENIGL. ACADEMIE / DER KÜNSTE","Berlin/Akademie der Künste Berlin
Prämie
Preis
Wilhelm I., Deutscher Kaiser
Medaille
"
236916,2,1870,"Wilhelm I.,Deutscher Kaiser,Schlacht,Wörth (Schlacht,1870),Medaille",X 4295,"Medaille auf die Schlacht bei Wörth am 06.08.1870, Königreich Preussen, König Wilhelm I. (1861-1888), 1870","Drentwett, Carl; Medailleur
 ",Medailleur,"4,09 cm",,"23,1 g",Silber,"Weyl, Adolph: Die Paul Henckel'sche Sammlung Brandenburg-Preussischer Münzen und Medaillen, Teil 1, Mark Brandenburg, Berlin 1876, S. 265, lfd. Nr. 2872. 
 Nachtrag zur Paul Henckel'schen Sammlung Brandenburg-Preussischer Münzen und Medaillen, bearb. v. Adolph Weyl, Berlin 1877, S. 21",1870,"Vs: Umschrift unter Stabrand: WILHELM I. KÖNIG = VON PREUSSEN 
Belorbeerter Kopf des Königs nach rechts. 
Unter dem Halsabschnitt: DRENTWETT. JUNR. F. 

Rs: Stabrand 
Über einem Lorbeerkranz, den ein Band mit der Aufschrift GROSSER = SIEG D. = DEUTSCHEN / 1870 / ÜBER DIE / FRANZOSEN umschlingt, die Wappen von Preussen / Würtemberg, Bayern / Sachsen und Baden; in der Mitte Armaturen.","Wilhelm I., Deutscher Kaiser
Schlacht
Wörth (Schlacht, 1870)
Medaille
"
