id,imageid,year,keywords,_titel,_bemerkung,_ausleihe,_rueckgabe,_digitalisat1,_digitalisat2,_digitalisat3,_opac,_verfasser
1352,138247102,1819,"Johann Wolfgang von Goethe,Werke,Autor: Goethe,Werkausgabe,Kunst,Ästhetik,Bildende Kunst,Lehrwerk",Patje politische Begebenheiten,,05.02.1819,19.06.1819,http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN660717034&PHYSID=PHYS_0005&DMDID=,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612903,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284649,https://lhwei.gbv.de/DB=2/PPN?PPN=138247102,"Patje, Christian Ludwig Albrecht"
1353,156363526,1813,,de Guignes Voyages à Pecking avec Atlas. 4 Vol.,"Zusätzlich 1813 in Ausleihjournal Loc A 35.6, Blatt 89 r, im Alphabet der Autoren/Titel unter Buchstabe G als Entleihung J. W. Goethes verzeichnet.",04.10.1813,17.11.1813,http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN66397738X&PHYSID=PHYS_0007&DMDID=DMDLOG_0001&view=picture-double,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470867,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283532,https://lhwei.gbv.de/DB=2/PPN?PPN=156363526,"Guignes, Chrétien-Louis-Joseph, de"
1354,156363666,1813,,de Guignes Voyages à Pecking avec Atlas. 4 Vol.,"Zusätzlich 1813 in Ausleihjournal Loc A 35.6, Blatt 89 r, im Alphabet der Autoren/Titel unter Buchstabe G als Entleihung J. W. Goethes verzeichnet.",04.10.1813,17.11.1813,http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN663978203&PHYSID=PHYS_0007&DMDID=DMDLOG_0001&view=picture-double,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470867,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283532,https://lhwei.gbv.de/DB=2/PPN?PPN=156363666,"Guignes, Chrétien-Louis-Joseph, de"
1355,221301100,1818,"Kunst,Ästhetik,Bildende Kunst,Skulptur","Hall's Voyage to Loo Choo.",,07.07.1818,13.07.1818,http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN620945346&PHYSID=PHYS_0008&view=picture-double,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606480,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284456,https://lhwei.gbv.de/DB=2/PPN?PPN=221301100,"Hall, Basil "
1356,undefined,1819,"Buchwesen,Nachschlagewerk","Notnagelii Diss. de Magorum ad Cunas Immanuelis Salvatoris nostri Festinantium Patria, Itinere et Stella ductrice. Wittenb. 1652.",,01.12.1819,10.04.1820,http://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN613227220&PHYSID=PHYS_0005&DMDID=&view=picture-double,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612923,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284847,https://lhwei.gbv.de/DB=2/PPN?PPN=250388952,"Nottnagel, Christoph"
1357,312911068,1830,"Naturwissenschaften,Technik,Geologie,Bergbau,Praxis",Tod: Annals and Antiquit. of Rajasthon ec T. I.,,14.05.1830,22.05.1830,http://resolver.staatsbibliothek-berlin.de/SBB0000644E00010000,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717114,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287447,https://lhwei.gbv.de/DB=2/PPN?PPN=312911068,"Tod, James "
1358,137368615,1830,"Naturwissenschaften,Technik,Geologie,Bergbau,Praxis",Cockerell: Antiquit. of Athens. Suppl. to Stuart and Revett,Erst in Ausleihjournal Loc A 35.17 Rückgabedatum vermerkt und ausgestrichen. ,01.11.1830,02.05.1831,http://resolver.sub.uni-goettingen.de/purl?PPN669707651,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717125,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287610,https://lhwei.gbv.de/DB=2/PPN?PPN=137368615,"Stuart, James "
1359,143167278,1819,"Englisch,Literatur,seit 1720",St. Hilaire Hist. nat. des Mam̄ifères. Livr. 1-8. 8 Hfte,,20.12.1819,04.02.1820,http://resolver.sub.uni-goettingen.de/purl?PPN631471138,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612923,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284899,https://lhwei.gbv.de/DB=2/PPN?PPN=143167278,"Geoffroy Saint-Hilaire, Étienne"
1360,144614529,1825,"Buchwesen,Nachschlagewerk,Lexikon,Lexika",Ersch u. Gruber Encyclopädie 1{e} Abthl.,,08.02.1825,25.02.1825,http://resolver.sub.uni-goettingen.de/purl?PPN345284291,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644425,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285889,https://lhwei.gbv.de/DB=2/PPN?PPN=144614529,
1361,144614669,1830,"Sprache,Philologie,Deutsch",Ersch u. Gruber allg. Encyclopädie 15{r} Bd.,"Bei Erfassung durch Keudell noch keine Signatur vorhanden, Signatur später vergeben.",11.10.1830,22.10.1830,http://resolver.sub.uni-goettingen.de/purl?PPN346936837,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717125,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287572,https://lhwei.gbv.de/DB=2/PPN?PPN=144614669,
1362,177587865,1807,"Geographie,Reisebeschreibungen,Mittelamerika,Südamerika,Amerika,Naturwissenschaften,Technik,Lebenswissenschaften,Zoologie","Humbold, Observatt de Zoologie. 6 B. Text. u. 7 Kpf.      ","Der erste Band des Werkes erschien 1805. Die einzelnen Lieferungen (6 B[lätter]? Text u. 7 Kpf. [Kupfertafeln] lagen zum Zeitpunkt der Entleihung lose vor; später zusammengebunden. Titelblatt: […] Première livraison, ornée de sept Planches. […] Paris 1805. Der zweite Band erschien erst 1811. - Catalogus Nominalis Loc A 52.13, S. 1307. - Turmkatalog Loc A 54.2, S. 80.",31.03.1807,13.10.1807,http://resolver.sub.uni-goettingen.de/purl?PPN615893902,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000039662,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282426,https://lhwei.gbv.de/DB=2/PPN?PPN=177587865,"Humboldt, Alexander, von"
1363,322939259,1823,"Naturwissenschaften,Technik,Allgemeine Schriften,Naturphilosophie,Zeitschriften,Akademieschriften,Anthroplogie,Medizin,Anatomie,Osteologie,Lebenswissenschaften,Zoologie,Botanik",Blumenbach Abbild. naturhistor. Gegenstände 1-8 Heft.,Rückgabe vor dem 12.12.1824 (kein Übertrag in Ausleihjournal Loc A 35.14).Die einzelnen Hefte wurden erst nach der Entleihung zu einem Band zusammengebunden. ,09.11.1823,XX.XX.18XX,http://resolver.sub.uni-goettingen.de/purl?PPN625161807_2_0001|LOG_0005,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285570,https://lhwei.gbv.de/DB=2/PPN?PPN=322939259,"Blumenbach, Johann Friedrich "
1364,550360883,1823,"Naturwissenschaften,Technik,Allgemeine Schriften,Naturphilosophie,Zeitschriften,Akademieschriften,Anthroplogie,Medizin,Anatomie,Osteologie,Lebenswissenschaften,Zoologie,Botanik",Blumenbach Abbild. naturhistor. Gegenstände 1-8 Heft.,Rückgabe vor dem 12.12.1824 (kein Übertrag in Ausleihjournal Loc A 35.14).Die einzelnen Hefte wurden erst nach der Entleihung zu einem Band zusammengebunden. ,09.11.1823,XX.XX.18XX,http://resolver.sub.uni-goettingen.de/purl?PPN625161807_0007|LOG_0004,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285570,https://lhwei.gbv.de/DB=2/PPN?PPN=550360883,"Blumenbach, Johann Friedrich "
1365,550360964,1823,"Naturwissenschaften,Technik,Allgemeine Schriften,Naturphilosophie,Zeitschriften,Akademieschriften,Anthroplogie,Medizin,Anatomie,Osteologie,Lebenswissenschaften,Zoologie,Botanik",Blumenbach Abbild. naturhistor. Gegenstände 1-8 Heft.,Rückgabe vor dem 12.12.1824 (kein Übertrag in Ausleihjournal Loc A 35.14).Die einzelnen Hefte wurden erst nach der Entleihung zu einem Band zusammengebunden. ,09.11.1823,XX.XX.18XX,http://resolver.sub.uni-goettingen.de/purl?PPN625161807_0008%7CLOG_0004,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285570,https://lhwei.gbv.de/DB=2/PPN?PPN=550360964,"Blumenbach, Johann Friedrich "
1366,137350376,1825,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie",Stanhope: Olympia Lond. 1824,,14.07.1825,18.08.1825,http://digi.ub.uni-heidelberg.de/diglit/stanhope1824,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644448,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286042,https://lhwei.gbv.de/DB=2/PPN?PPN=137350376,"Stanhope, John Spencer "
1367,137352077,1828,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie","Jonian Antiquities,",,17.04.1828,08.05.1828,http://digi.ub.uni-heidelberg.de/diglit/dilettanti1797bd2/0001,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710089,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286813,https://lhwei.gbv.de/DB=2/PPN?PPN=137352077,"Chandler, Richard"
1368,138604436,1802,"Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich,Kunst,Ästhetik,Bildende Kunst,Architektur,Skulptur",Montfaucon Antiq. d. Monarch. Fr. T. 5.,,09.12.1802,14.12.1802,http://digi.ub.uni-heidelberg.de/diglit/montfaucon1733bd5/0008?sid=92ac281e1e49f317c3534303edb04a73,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011029,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281868,https://lhwei.gbv.de/DB=2/PPN?PPN=138604436,
1369,138929939,1826,"Geschichte,Nationalgeschichte,Deutsche Geschichte,Deutsch,Mittelalter",Wittekinds v. Korbei Gesch. des deutschen Königs Heinr I. u Otto des Großen,,01.06.1826,10.07.1826,http://digital.slub-dresden.de/werkansicht/dlf/59630/5/0/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644509,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286240,https://lhwei.gbv.de/DB=2/PPN?PPN=138929939,"Pollmächer, Christian Salomon "
1370,140168656,1808,"Geschichte,Regionalgeschichte,Lokalgeschichte,Preußen,Hohenzollern,Geographie,Karten",Hen̄ebergers preußische Landtafel,,14.02.1808,16.03.1808,http://digital.slub-dresden.de/werkansicht/dlf/69112/7/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282502,https://lhwei.gbv.de/DB=2/PPN?PPN=140168656,
1371,140368523,1827,"Französisch,Literatur,1720 - 1789,Geschichte,Weltgeschichte,Mittelmeer,Altertum,Mittelalter",Barthelemy; Reis. d. jung. Anachars. 1. 2 Thl. 1 B.,"Unter der Signatur Aa 5 : 543 (a-e) stehen Exemplare desselben Werkes, aber in französisch. Zudem ist liegt jeder Teil als einzelner physischer Band vor. Die deutschsprachige Ausgabe, in der Teil 1 und 2 in einem Band zusammengebunden sind, findet sich unter der Signatur Dd 6 : 306 (a).",17.07.1827,19.07.1827,http://digi.ub.uni-heidelberg.de/diglit/barthelemy1790bd2,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710066,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286576,https://lhwei.gbv.de/DB=2/PPN?PPN=140368523,"Barthélemy, Jean Jacques "
1372,146041135,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Architektur","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd1/0003?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=146041135,"Seroux D'Agincourt, Jean Baptiste"
1373,146041143,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Skulptur,Malerei,Epochenübergreifend","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd2/0003?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=146041143,"Seroux D'Agincourt, Jean Baptiste"
1374,146041151,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Skulptur,Malerei,Epochenübergreifend,Graphik,Architektur","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd3/0003?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=146041151,"Seroux D'Agincourt, Jean Baptiste"
1375,146776151,1811,"Theologie,Bibel,Erläuterung,Deutsch,Literatur,Goethezeit,Neuzeit",Lavater Jesus Messias.,"Zusätzlich 1811 in Ausleihjournal Loc A 35.6, Blatt 127 r, im Alphabet der Autoren/Titel unter Buchstabe L als Entleihung J. W. Goethes verzeichnet.",01.05.1811,11.05.1811,http://digital.slub-dresden.de/werkansicht/dlf/57913/5/0/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470780,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283103,https://lhwei.gbv.de/DB=2/PPN?PPN=146776151,
1376,147682142,1799,"Kunst,Ästhetik,Bildende Kunst,Malerei,Einzelne Künstler,Epochenübergreifend","d'Argenville Vies des Peintres. T. I.",,14.09.1799,16.10.1799,http://digi.ub.uni-heidelberg.de/diglit/dezallier1745bd1/0006,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000109879,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281461,https://lhwei.gbv.de/DB=2/PPN?PPN=147682142,"Dézallier D'Argenville,  Antoine Joseph"
1377,15015092X,1828,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie,Bildende Kunst,Graphik","Pitture antichi d'Ercolano T. 1.",,14.06.1828,16.06.1828,http://digi.ub.uni-heidelberg.de/diglit/ercolano1757bd1,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710099,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286899,https://lhwei.gbv.de/DB=2/PPN?PPN=15015092X,
1378,153239131,1828,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie","Jonian Antiquities,",,17.04.1828,08.05.1828,http://digi.ub.uni-heidelberg.de/diglit/dilettanti1821bd1/0002,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710089,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286813,https://lhwei.gbv.de/DB=2/PPN?PPN=153239131,"Chandler, Richard "
1379,180556231,1828,"Kunst,Ästhetik,Bildende Kunst,Architektur",Durand Recueil et Parallèle des batimens anciens et modernes,,12.01.1828,15.09.1828,http://digi.ub.uni-heidelberg.de/diglit/durand1802/0001,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710089,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286777,https://lhwei.gbv.de/DB=2/PPN?PPN=180556231,"Durand, Jean-Nicolas-Louis"
1380,183445384,1817,"Kunst,Ästhetik,Bildende Kunst,Skulptur,Geschichte,Regionalgeschichte,Lokalgeschichte,Sachsen-Weimar-Eisenach,Thüringen,Ilmenau","The Elgin Marbles, by Burrow. Vol. 1. Lond. 1817.",,05.09.1817,25.09.1817,http://digi.ub.uni-heidelberg.de/diglit/burrow1817bd1/0006?sid=8d2868c810b40a29859a7081664f3ce4,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606468,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284293,https://lhwei.gbv.de/DB=2/PPN?PPN=183445384,"Burrow, Edward John"
1381,192892746,1819,"Buchwesen,Nachschlagewerk",Millin Peinture des Vases antiques.,"In dem Ausleihjournla wurde vermerkt, dass das Werk in ""rohem"" Zustand, also ungebunden, entliehen worden ist. Es wird angenommen, dass erst später eine Bindung des Werkes in zwei Bänden erfolgte.",20.12.1819,04.02.1820,http://digi.ub.uni-heidelberg.de/diglit/duboismaisonneuve1808bd1/0002?sid=29b9823815c4ee4eddcf158d4482192a,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612923,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284928,https://lhwei.gbv.de/DB=2/PPN?PPN=192892746,"Clener, A."
1382,192892762,1819,"Buchwesen,Nachschlagewerk",Millin Peinture des Vases antiques.,"In dem Ausleihjournla wurde vermerkt, dass das Werk in ""rohem"" Zustand, also ungebunden, entliehen worden ist. Es wird angenommen, dass erst später eine Bindung des Werkes in zwei Bänden erfolgte.",20.12.1819,04.02.1820,http://digi.ub.uni-heidelberg.de/diglit/duboismaisonneuve1810bd2/0002?sid=29b9823815c4ee4eddcf158d4482192a,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612923,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284928,https://lhwei.gbv.de/DB=2/PPN?PPN=192892762,"Clener, A."
1383,194559211,1827,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie",Poleni Supplem. in antiq. Rom. & Graec. Vol. II.,,29.09.1827,11.10.1827,http://digi.ub.uni-heidelberg.de/diglit/poleni1737bd2,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710076,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286697,https://lhwei.gbv.de/DB=2/PPN?PPN=194559211,"Poleni, Giovanni "
1384,19865264X,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Skulptur,Architektur,Graphik","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd4/0003?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=19865264X,"Seroux D'Agincourt, Jean Baptiste"
1385,198652658,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Malerei,Epochenübergreifend,Graphik","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd5/0003/image?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=198652658,"Seroux D'Agincourt, Jean Baptiste "
1386,198652666,1824,"Kunst,Ästhetik,Bildende Kunst,Allgemeine Schriften,Malerei,Epochenübergreifend,Graphik","d'Agincourt. 6 Bde",,08.02.1824,09.03.1824,http://digi.ub.uni-heidelberg.de/diglit/seroux1823bd6/0003/image?sid=766a7a8f55ee62d450a853b6b78cf7b6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285648,https://lhwei.gbv.de/DB=2/PPN?PPN=198652666,"Seroux D'Agincourt, Jean Baptiste"
1387,23030995X,1828,"Kunst,Ästhetik,Archäologie,Kulturen des Mittelmeerraums",Inghirami Monumenti Etruschi T. II. P. I. II. 2 Vol.,,03.07.1828,08.07.1828,http://digi.ub.uni-heidelberg.de/diglit/inghirami1824bd2_1,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710099,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286899,https://lhwei.gbv.de/DB=2/PPN?PPN=23030995X,
1388,230310060,1828,"Kunst,Ästhetik,Archäologie,Kulturen des Mittelmeerraums",Inghirami Monumenti Etruschi T. II. P. I. II. 2 Vol.,,03.07.1828,08.07.1828,http://digi.ub.uni-heidelberg.de/diglit/inghirami1825bd2_2,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000710099,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286899,https://lhwei.gbv.de/DB=2/PPN?PPN=230310060,
1389,249511258,1803,,[Nestors Russische Annales] it. nach der Schloizerischen Ausgabe. 1. 2 B. ,"""1."" Band gesondert mit roter Tinte schräg gestrichen, wahrscheinlich zuerst zurückgegeben. - Anders Keudell, die nur von Entleihung des 2. Bandes ausgeht.",XX.07.1803,04.06.1804,http://digital.slub-dresden.de/werkansicht/dlf/60518/5/0/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011031,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281910,https://lhwei.gbv.de/DB=2/PPN?PPN=249511258,
1390,254187005,1801,"Okkultes,Okkultismus,Magie,Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen",Wiedeman̄  Fausts Leben. Nürnb 1674.,Das Werk aus dem im Ausleihjournal verzeichneten Jahr 1674 steht unter der Signatur M 6 : 17 [a]. Die im Ausleihjournal vermerkte Signatur M 6 : 17 [b] gehört zu  einer Ausgabe desselben Werkes aus dem Jahr 1726.,18.02.1801,09.05.1801,http://digital.slub-dresden.de/werkansicht/dlf/83399/9/0/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011004,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281674,https://lhwei.gbv.de/DB=2/PPN?PPN=254187005,"Widmann, Georg Rudolf"
1391,254190308,1810,"Geographie,Reisebeschreibungen,Europa,Griechenland,Orient,Türkei,Palästina,Persien,Arabische Länder",Turneforts Reise durch Griechenland 1-3 B.,,05.02.1810,19.02.1810,http://digi.ub.uni-heidelberg.de/diglit/tournefort1777bd2/0002?sid=e081cd5dd526bcbc293ac0df2f082b4f,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470761,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282913,https://lhwei.gbv.de/DB=2/PPN?PPN=254190308,"Tournefort, Joseph Pitton, de"
1392,254190340,1810,"Geographie,Reisebeschreibungen,Europa,Griechenland,Orient,Türkei,Palästina,Persien,Arabische Länder",Turneforts Reise durch Griechenland 1-3 B.,,05.02.1810,19.02.1810,http://digi.ub.uni-heidelberg.de/diglit/tournefort1777bd3/0002?sid=e081cd5dd526bcbc293ac0df2f082b4f,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470761,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282913,https://lhwei.gbv.de/DB=2/PPN?PPN=254190340,"Tournefort, Joseph Pitton, de"
1393,308892526,1829,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie,Bildende Kunst,Graphik,Architektur",Stakelberg: Der Apollotempel zu Bassä in Arkadien,,10.08.1829,20.08.1829,http://digi.ub.uni-heidelberg.de/diglit/stackelberg1826,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000717084,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014287179,https://lhwei.gbv.de/DB=2/PPN?PPN=308892526,"Stackelberg, Otto Magnus von "
1394,535892489,1809,"Geschichte,Nationalgeschichte,europäische Geschichte,Österreich-Ungarn,Deutsche Geschichte,Deutsch,Frühe Neuzeit,1500-1648",Leben des Pfalzgr. Fried. V. Churs.,Erst auf Blatt 85 r Rückgabedatum vermerkt und ausgestrichen.,20.05.1809,12.10.1809,http://digital.slub-dresden.de/werkansicht/dlf/64441/9/0/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506897,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282704,https://lhwei.gbv.de/DB=2/PPN?PPN=535892489,
