id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1758-47,1758,"Flugschrift,Predigt,Schlacht,Preußen,Russland",39,"Ortmann, Adolph Dietrich","Berlin: Voß, 1758","Adolph Dieterich Ortmanns Inspectors zu Belitz Sieges-Predigt wegen der Schlacht bey Zorndorf gehalten über Jesaia, 26. v. I. 2. in der Kirche zu Belitz.",40 Seiten,"Schlacht bei Zorndorf; Sieg über russisches Heer; Schilderungen von Grausamkeiten, Gewalt und Elend an Frauen, Kindern und Greisen; Verwüstung und Plünderung der Kurmark; Einfall österreichischer und französischer Truppen an der Grenze; Friedrich II. als Werkzeug in der Hand Gottes; Hoffnung und Gebet an Gott; Rettung  und Segnung; Lobgesang auf Stadt und Land; Gottes Gericht und Heimsuchungen; Errettung durch Gott; Sieg und Segnung des Landes; Dank und Lob Gottes; Segnung Friedrichs II. und der preußischen Armee. ",
KnF_1758-48,1758,"Flugschrift,Preußen,Ruhm,Panegyrik",43,,1758,Accurates Portrait Friderichs des Grösten Königs in Preußen. Oder Beantwortung der Frage: Was der König in Preußen vor ein Herr sey?,44 Seiten,"Beschreibung des ""großen"" Charakters Friedrichs II. (göttliche Kraft des Verstandes, Scharfsinnigkeit, Tugendhaftigkeit); Standhaftigkeit und Tapferkeit gegenüber dem Feind; Antimachiavell; Weisheit der Seele; Siege in Strigau (Hohenfriedberg), Mollwitz, Dresden, Prag, Rossbach und Lissa; Menschlichkeit und Gnade auf dem Schlachtfeld; Tod Sophie Dorotheas von Hannover (Mutter); Wohltätigkeit; Orden Pour le Mérite; Einstellung des Königs zu Ausgaben und Verschwendung; Ceremoniell und Gesellschaft; Ruhm, Verläumdungen und Freundschaft. ",
KnF_1758-49,1758,"Flugschrift,Predigt,Preußen,Russland,Schlacht",19,"Wegener, Karl Friedrich","Berlin, 1758","Dank-Predigt über den herrlichen Sieg, welcher von Seiner Majestät unserem Grosen Monarchen Den 25sten August 1758. bey Zorndorf gegen die Russen in Höchsteigener Person erfochten worden; gehalten in der hiesigen Garnisonkirche an dem 15ten Sonntage nach Trinitatis von Carl Friederich Wegener, Garnisonprediger.",20 Seiten,Untertänigste Anrede und Ergebenheit an die Königin von Carl Friedrich Wegener;  Dank und Lob Gottes für die Wohltat des Sieges in Zorndorf; Errettung vor dem Feind; Ursachen der Errettung; Dankbarkeit; Unerschrockenheit und Stärke des preußischen Königs; Treue der Untertanen zum König; Fürbitte zum Schutz des Königs und der preußischen Truppen. ,
KnF_1758-5,1758,"Flugschrift,Schlacht,Zeitung,Preußen,Österreich,Sachsen,Kriegsschuldfrage,Konfession,Reich",49,,1758,Der wegen der Schlacht bey Rosbach und Neumark todtkrancke Pasquinus nebst dessen merkwürdiger Abschiedsrede den gegenwärtigen Krieg betreffend.,50 Seiten,"Spöttischer Kommentar Pasquins zum Krieg und dessen Verlauf im Reich in Form eines Rückblicks und Abschieds; Jugend; Ausbildung; Reisen; Spott über die Staatsschriften und die zur Verteidigung der jeweiligen Politik verwendete Argumentation, da sich in ihnen letztlich alle am Krieg Beteiligten auf die selben Gesetze und Rechte berufen; die eigenen Absichten werden dem Anderen unterstellt; Klage über die Lage und das Leid Sachsens, aber auch Friedrich II. kann sich auf das Recht berufen; letztlich leidet Sachsen an seiner militärischen Schwäche; die kriegführenden Parteien sollen sich bekämpfen, bis es einen Sieger gibt, oder die Ressourcen der Länder verbraucht sind; das Streben nach „Vergrößerung“ ist allen Menschen eigen, nicht nur den Monarchen; Testament Pasquins",
KnF_1758-50,1758,"Flugschrift,Predigt,Preußen,Kriegsalltag",15,"Sadewasser, Christian Friedrich","Berlin: Rüdiger d. J., 1758","Christian Friederich Sadewassers Königl. Preußischen Neumärckischen Consistorial-Raths, Pastoris und Inspectoris zu Cüstrin Erste Rede welche er nach der gäntzlichen Einäscherung dieser Stadt Domin. XV. p. Trin. über die Worte Daniels Cap. 9, v. 7. Herr, du bist gerecht, wir aber müssen uns schämen, zwischen denen Schutt und Aschenhaufen dieser verheerten Stadt gehalten hat. Auf Verlangen dem Druck übergeben.",16 Seiten,Ermahnung und Gebet Christian Friedrich Sadewassers an die Überlebenden von Küstrin; Zerstörung der Stadt am 15. August 1758; Bekenntnisgebet und Bitte um Zuwendung Gottes; Gottes Gerechtigkeit und Züchtigung für alle; Ephraim und die Stämme Israels; Warnung an die Sünder; Bußgebet Daniels ( immer wiederkehrend); Zerstörung Küstrins als Zorn Gottes; Sieg in der Schlacht von Zorndorf am 25./26. August 1758; Gottes Gnade und Gerechtigkeit.  ,
KnF_1758-51,1758,"Flugschrift,Schlacht,Kriegsverlauf,Soldatentum,Preußen,Russland",3,,1758,"Zuverläßige Nachricht von der den 25. Aug. bey Zornsdorf vorgefallenen sehr hitzigen und fast 2 Tage continuirlichen Action des Königs von Preußen mit der Rußischen Armee, nebst der Specification der Ruß. gefangenen Generals.",2 Blatt,"Bericht über die Schlacht bei Zorndorf 25. August 1758; Preußischer Sieg; Rückzug der russischen Armee nach Küstrin; die russische Armee ist im Moment ungefährlich, da ohne Munition; Siegeszeichen (Kanonen, Fahnen und 2 Paar Pauken); Kriegsgefangene u. a. 6 russische Generäle; während diese mit Friedrich II. speisen, lagern die bis zu 10.000 gefangenen Soldaten auf freiem Felde, Verluste beider Seiten, Wirkungslosigkeit der russischen Artillerie, während die Wirkung der preußischen Kanonen verheerend war; Feuergeschwindigkeit beider Armeen; General-Kriegskasse der Russen ist in den Händen Friedrichs; Verwendung dieser Gelder für die Wiederaufbau Küstrins.",
KnF_1758-52,1758,"Flugschrift,Schlacht,Preußen,Russland",3,,[1758],"Relation Des Avantages remportés sur le Roi de Prusse par l'Armée de Russie, avec la description de la Bataille la plus meurtriere qui se soit donnée de mémoire d'hommes.",4 Seiten,"Schlacht von Zorndorf am 25. August 1758.
Akteure auf russischer Seite waren Graf Fermor, General Browne; Auf preußischer Seite wird nur Friedrich II. erwähnt; Schlachtbeginn am; 25. August um 9 Uhr; Angriff ging von Preußen aus; gegen Mittag Zurückdrängen der Preußen und Fall der ersten preußischen Linie, Angriff der russischen Kavallerie auf die preußische Infanterie an; viele Tote.
Friedrich II.  drängt Russen zurück; wird als Sieger gefeiert; Neuer Angriff der Russen; drängen Preußen zurück; 21 verlorene Kanonen auf russischer Seite; 26 gewonnene Kanonen plus Fahnen, mit 25 00 Toten und 2000 preußische Gefangenen; beide Seiten feiern Sieg; russische Siegesfeier irritierte Friedich II. und führte zu erneutem preußischen Angriff, der zurückgeschlagen wird; General Browne schwer verletzt.",
KnF_1758-53,1758,"Flugschrift,Preußen,Gedicht,Ruhm,Kriegsverlauf,Soldatentum",29,,"Berlin, 1758","Friederich Der Sieger. Ein Heldengedicht, Erstes Buch.",30 Seiten,"Friedrich II. als Kriegsheld; preußische Tuppen marschieren in Sachsen ein; vier Hauptverbündete gegen Preußen, 1. Schlacht auf europäischem Kriegsschauplatz; Kampf bei Pirna; eingeschlossene sächsische Truppen zwischen Sonnenstein und Festung Königstein; Vormarsch unter Feldmarschall Maximilian Browne; preußischer Sieg; Marschall James Keith in Peterswald; Schlacht von Lobositz; Regimenter Itzenblitz und Mannteufel; 2. preußischer Einfall nach Böhmen; 6. Mai 1756 Heeresvereinigung bei Prag und Schlacht gegen Österreicher, Heldentod Generals Christoph von Schwerin; Bombardement und Belagerung Prags; Abzug nach Kolin und Kullenberg, 1. Niederlage Friedrichs II. bei Kolin; Gott als Preußens Freund; Sieg in der Schlacht von Rossbach. ",
KnF_1758-54,1758,"Flugschrift,Preußen,Konfession,Gedicht",3,,1758,"Sehr artige Vorstellungen seltener Dinge, die Zeit wirds Lehren. Samt einen Anhang von verschiedenen politischen Fragen.",2 Blatt,"Zukunfstfragen des Kriegsgeschehens bezüglich Portugal, Spanien, Frankreich, Holland, Deutschland, Österreich, England, Preußen, Dänemark, Polen, des türkischen Hofes und der Reichsarmee sind noch nicht entschieden; Preußischer König als Beschützer der Evangelisch Lutherischen Religion; Verbündete gegen Preußen (Ungarn, Russland und Frankreich) sind in Glaubensfragen uneinig; Glaubensbekenntnis und Gründe für den Kriegseintritt Preußens; Jesuiten sollen sich besser Friedrich II. zuwenden. ",
KnF_1758-55,1758,"Flugschrift,Österreich,Schlacht,Satire",3,,1758,Der hinkende Bothe oder die aufgehobene Belagerung von Neisse. Ein Trauerspiel von drey Auftritten.,2 Blatt,General Philipp von Harsch will die Festung Neisse erobern; Friedrich rückt mit preußischen Streitkräften an; General von Harsch muss Belagerung daraufhin abbrechen; absichtliche Falschmeldung über die preußische Truppenstärke (60000 Mann) durch General von Harsch an die Kaiserin. ,
KnF_1758-56,1758,"Flugschrift,Schlacht,Preußen,Österreich,Kriegsalltag,Kriegsverlauf",3,,[1758],"Preußische Nachricht von der blutigen Action, welche zwischen den 13ten und 14ten October bey Weisenberg ohnweit Bautzen in der Ober-Lausitz vorgefallten.",2 Blatt,"Preußische Darstellung der Schlacht bei Hochkirch (14. Oktober 1757); Zurückweisung von Nachrichten, wonach die preußische Armee vernichtend geschlagen und zerstreut worden wäre; Sammlung und Heeresvereinigung bei Großenhain unter Markgraf Carl aus Schlesien; Feldmarschall von Keith stößt mit Verstärkung zu den Truppen; Vorgefechte: Angriff durch Laudon abgewehrt; hinterlistiger Überfall bei Nacht und Nebel; Auflistung der Gefangenen; Rückzug der Armee in guter Ordnung und auf Befehl; unter den Gefallenen sind der Feldmarschall von Keith und der Prinz Friedrich Franz von Braunschweig-Wolfenbüttel; Verlustmeldung nach unten korrigiert (weniger als 3.000 Tote Preußen); Abzug der Österreicher; Bautzen soll sich weiterhin in preußischer Hand befinden; Gefechte bei Pirna.",
KnF_1758-57,1758,"Flugschrift,Preußen,Ruhm,Konfession,Würde,Antike",11,,"Amsterdam, 1758",Erweis daß der preußische Monarch Friederich der Gröste mit Alexander dem Großen nicht könne verglichen werden.,12 Seiten,"Vergleich zwischen Alexander dem Großen und Friedrich dem Großen; beide werden auf Eigenschaften (Stärke, Tugend, Liebe zur Religion, Mäßigkeit, Menschenliebe) eines wahren Helden geprüft; Friedrich der Große wird mit Recht ""der Große"" genannt; Gründe: Verteidigungskrieg und Friedensvorschläge; Alexander der Große als ""falscher Held""; Beschreibung seiner Massaker, Ruhm-und Ländersucht; Zorn bei Trunkenheit; Friedrich der Große hingegen zeichnet sich durch Gnade und Menschliebe aus; besucht Verletzte in Quartieren; Friedrich der Große ist wahrer Held; keine Gleichheit zwischen Friedrich dem Großen und Alexander dem Großen. ",
KnF_1758-58,1758,"Flugschrift,Preußen,Russland,Schlacht,Gedicht",15,,"Berlin, 1758","Das Durch den von Friederich dem Grösten, König in Preussen den 25sten Augusti 1758. über die Russen erfochtenen Sieg verewigte Zorndorf.",8 Blatt,Siegeslied anlässlich des Sieges bei Zorndorf; Schilderungen moskowitischer Grausamkeiten; Brandschatzungen; Schändungen von Kirche und geweihten Orten; Folter; der russische General Graf Fermor trifft bei Küstrin auf das Heer Friedrichs II.; Verstärkung der Preußen durch Graf von Dohna; Kampfhandlungen; Flucht der Russen in Sümpfe; Sieg und Errettung durch Friedrich II. ,
KnF_1758-59,1758,"Flugschrift,Preußen,Sachsen,Briefwechsel",15,,"Warschau, 1758",Die Macht der Wahrheit in einem Schreiben des Herrn Grafen von Brühl an einen Kaufmann in Berlin und der Antwort des leztern. Die Arretirung des Sächsischen Cabinet-Canzlist Menzels betreffend.,16 Seiten,"Verräter aus Sachsen (Kabinetts Kanzelist Friedrich Wilhelm Menzel) begeht Geheimnisverrat, Weiterleitung von Depeschen aus dem sächsischen Archiv, 24.11. 1757 Arrest und Verhör von Menzel, im Verhör Schuldbekenntnis über Veräußerung von Depeschen aus dem Dresdner und Warschauer Archiv / Departement auswärtige Geschäfte gegen Geld (3.000 Taler), Komplizen Sekretär Pleßmann und Benoit, gegenseitige Schuldzuweisungen in Verhören, Veröffentlichung sächsischer Archivstücke am preußischen Hof, niederträchtige Handlungen am preußischen und sächsischen Hof auf Befehl der Monarchen, Frage von Selbstbetrug und Hinterlist. ",
KnF_1758-6,1758,"Flugschrift,Gedicht,Preußen,Panegyrik,Ruhm",7,,[1758],"Dem Allerdurchlauchtigsten Großmächtigsten Fürsten und Herrn, Herrn Friedrich König in Preussen, Marggraf zu Brandenburg, des Heil. Römischen Reichs Ertz-Cämmerer und Churfürsten, Unserm Allergnädigsten Höchstzuverehrenden Landes-Vater wurde dieser geringe doch hertzliche Wunsch zur freudigen Offenbarung der feurigen Triebe eines mit tieffster Ehrfurcht und schuldigster Liebe und Hochachtung erfülleten treuen Hertzens, beym Anfange des 1758sten Jahres in völliger Zuversicht einer Höchstgnädigen Aufnahme, allerunterthänigst gehorsamst überreichet von Johann Gottlieb Nusche, Prediger bey der Gemeine zu Wustrau im Ruppinschen.",4 Blatt,"Ehrfurcht der Knechte und Untertanen vor dem siegreichen preußischen König; Lobgesang auf den Ruhm des Königs, Treuegelöbnis auf Friedrich II.; Würdigung des königlichen Einsatzes für das Wohl des Volkes; Gott segnet und beschützt den König; Hoffnung und Bitte um baldigen Frieden. ",
KnF_1758-60,1758,"Flugschrift,Preußen,Ruhm,Kriegsverlauf,Russland",7,,"Lissabon, [1758]","Noticia Da Grande Conquista Do Reyno Da Prussia, E Da Celebre Entrada Que nelle fez o General Fermér Con o Exercito Russiano, e outras noticias particulares.",7 Seiten,Bericht über die Auseinandersetzungen zwischen der preußischen und der russischen Armee.,
KnF_1758-61,1758,"Flugschrift,Russland,Preußen,Schlacht,Kriegsverlauf",3,,1758,"Ausführliche Beschreibung der grossen Victorie Von denen den 25, 26. und nachfolgenden 28. Aug. 1758. zwischen den Kayserlich-Rußisch- und Königlich-Preußischen Armeen vorgefallenen dreyen glorieusen Bataillen.",2 Blatt,"Bericht über die Schlacht bei Zorndorf 25. August 1758; Preußischer Sieg; eigentlich drei Schlachten; Querung der Oder; Abwehr des ersten russischen Angriff durch die zahlenmäßig weit unterlegenen Soldaten unter Führung des Generals von Dohna; 
Beschreibung der Auseinandersetzungen; heftiges Artilleriefeuer beider Seiten, kein Pardon gegenüber „Cosacken und Calmucken“; Rückzug der russischen Armee nach Küstrin; Kriegsgefangene u. a. 9 russische Generäle; einige Generäle sind immer noch auf der Flucht oder werden vermisst; die bis zu 10.000 gefangenen Soldaten lagern auf freiem Felde, kein Austausch von Gefangenen; russische General-Kriegskasse (17 Tonnen Goldes) ist in den Händen Friedrichs; Verwendung dieser Gelder für den Wiederaufbau Küstrins und als Gegenleistung an die preußischen Soldaten Verzicht auf Plünderungen.
",
KnF_1758-62,1758,Flugschrift,3,,[1758],Oesterreichische Nachricht von dem herrlichen Sieg welchen die Kaiserl. Königl. Ungarische Waffen in der Ober-Lausitz bey Bautzen über die Königl. Preußische Armee den 14ten October dieses 1758sten Jahres erfochten haben.,2 Blatt,Abdruck der Siegesnachricht über die Schlacht bei Hochkirch (14. Oktober 1757) aus dem Hauptquartier der österreichischen Armee vom 16. Oktober 1757; in der Einleitung Klagen über das Elend des Krieges und Wunsch nach Frieden; aus der Siegesnachricht: herrlicher Sieg; Angriff durch Feldmarschall von Daun; Flucht der Preußen in großem Durcheinander; Feldmarschall von Keith gefallen; Prinz Moritz von Anhalt-Dessau gefangen genommen; Anzahl der Toten und Gefangenen: Verluste auf österreichischer Seite weniger als 3.000 Tote; 10.000 tote Preußen.,
KnF_1758-7,1758,"Flugschrift,Frankreich,Preußen,Österreich,Russland,Panegyrik,Sachsen,Kriegsverlauf,Ruhm,Reich,Schweden,Kriegsalltag,Schlacht",43,[François-Antoine Chevrier],1758,"Grundsäulen der Unternehmungen Ihro Kaiserl. Königl. Majestät Mariä Theresiä, und Sr. Königlichen Majestät in Preußen Friedrichs; Oder: Militarische, politische und kritische, aber unpartheyische und freye Gedanken über den gegenwärtigen Krieg und den Zustand in Europa. Eine Schrift, welche alle denjenigen, die sich von der Unwissenheit und Vorurtheilen wollen heilen lassen, sehr dienlich seyn kann.",28 Seiten,"Beschaffenheit und Zustand der feindlichen Armeen im Gegensatz zur preußischen Armee; Beschreibung der Stärken und Vorzüge der preußischen Armee; Erörterung der Ursachen, warum sich so viele Staaten gegen Preußen wenden; Beschreibung des Zustandes des Hauses Brandenburg; Beschaffenheit Europas vor dem Krieg; zum Soldatenkönig und dessen Eigenschaften als Kriegsherr; Beurteilung des Hauses Österreich, der Franzosen und der Engländer; zum Einfall der preußischen Truppen in Sachsen; zur hervorragenden Kriegsgeschwindigkeit der preuß. Truppen im Gegensatz zu den anderen Truppen; zu den Kriegstaktiken: Vermehrung der Truppen, Anlegen der Vorräte, Geheimhaltung; Truppenbewegungen in Europa und Friedrichs Kunst der Vorhersage; zur Einnahme von Schweidnitz und Breslau; Aufzählung von Faktoren, die die Truppen schwächen (Krankheiten, Winter, keine gute Versorgung); zur Schlacht von Leuthen; zu den Bedingen für die Soldaten; zum Zustand der preußischen, französischen, österreichischen, russischen und schwedischen Armee; über die Reichsarmee und den unerfahrenen Offizieren; zu den Stärken und Vorzügen der preußischen Truppen; das Geld als Schlüssel zum Sieg und die Sparsamkeit Friedrichs II.  ",
KnF_1758-8,1758,"Flugschrift,Schlacht,Predigt,Preußen",15,,"Bremen, Leipzig: Förster, 1758","Predigt über den Sieg bey Roßbach, zu York in England am 27. Nov. 1757. gehalten, da am selbigen Tage, die Nachricht von dem Siege des Königs von Preussen bey Roßbach vom 5ten Nov. dort angekommen war, von Neucome Cappe Presybyter. Prediger.",8 Seiten,"Predigt auf Psalm 118 Vers 15 anlässlich des Sieges der preußischen über die französische Armee bei Roßbach (5. November 1757); Preußen vertritt die „Sache der Freyheit und der Wahrheit“; Gegner schmiedeten Bündnis, um Preußen seines Eigentums zu berauben und die Protestanten in die „Sclavery“ zu führen; auf wessen Seite die Gerechtigkeit zu finden ist, zeigt der Sieg durch Gottes Hilfe; durch den Sieg über die französische Armee wurde auch Gefahr von Großbritannien abgewendet; innerer Streit und Abkehr von einem gottgemäßen Leben haben Großbritannien geschwächt;  Verherrlichung Friedrichs II. und der Bedeutung des Sieges.",
KnF_1758-9,1758,"Flugschrift,Preußen,Brief,Ruhm,Frankreich,Kriegsalltag",15,,"Berlin, 1758","Schreiben eines Frauenzimmers aus Westphalen vom 1ten April, 1758. an Ihren Freund allhier, über den dortigen Aufenthalt und Abzug der Franzosen.",15 Seiten,"Eine Verfasserin berichtet über ihre Erlebnisse bei der Beherbergung der französischen Truppen; Herausgeber informiert Leser im Vorwort über die Glaubwürdigkeit; Vertrauenswürdigkeit und Ehrlichkeit dieser Dame; 30. März 1758 Abzug der Franzosen und Errettung; Rückblick auf den Einmarsch in Sachsen und die Schlacht von Rossbach; Beurteilung der französischen Truppen als verspätete und jammernde Truppen; Ahnungslosigkeit der französischen Offiziere und unangebrachter Stolz (können/wollen ihre Fehler und Schwächen nicht zugeben);  Duc de Broglio siegt bei Kassel; Rückzug des Herzogs Ferdinand; Anwohnerin muss in ihrem Haus 60 Personen der feindlichen Armee beherbergen und verpflegen; Angst und Alarmbereitschaft der Anwohner; 40 Regimenter werden im Laufe der Zeit verpflegt und beherbergt; Sieg bei Prag über die Franzosen, Franzosen wundern sich über die Liebe und Treue der Untertanen zum König Friedrich II.; mutiges Anstimmen eines Siegesliedes mitten unter den Feinden, Land ist durch Zwangsabgaben, Fouragelieferungen und schwere Frohndienste ausgeblutet, Erzfeindschaft über Generationen zu den Franzosen; Unmenschlichkeit der Offiziere, jedoch persönliches Glück der Dame, dass sich die von ihr beherbergten frz. Offiziere gesittet benahmen. ",
KnF_1759-1,1759,"Flugschrift,Schlacht,Frankreich,Großbritannien,Kriegsverlauf",7,,"Lisboa: da Silva, 1759","Noticia Da Batalha Alcançada pelos Francezes contra o Exercito Aliado de Hanover no dia 13. de Abril deste presente anno, junio ao lugar de Bergen.",8 Seiten,Auseinandersetzungen der preußischen Armee gegen die russische unter der Führung des Generals Vermoor.,
KnF_1759-10,1759,"Flugschrift,Frankreich,Sachsen,Soldatentum,Bündnissystem,Neutralität",19,,1759,"Memoire Pour Servir De Reponse Á L'Exposition Des Motifs De La Conduite Des Officiers Saxons, Qui Sont Au Service De France.",19 Seiten,"Antwort auf französischer Sprache zu ""Esposition des motifs de la Conduite des Officiers Saxons au service de France""; Dokument sorgte für großes Interesse am französischen Hof; begleitet von einer Verordnung Luwigs XV; Autor untersucht die sächischen Anklagepunkte zur Kapitulationsbedingungen Friedrichs II; Autor akkzentuiert oberstes Recht des Siegers über den Besiegten, Hauptargument des Autors; Kritik an  Verhalten der Gefangenen und Offiziere; Sonderregelungen durch Kapitulation; Bezug zu Kapitulation von Lilienstein 1756; erster Vorwurf: Friedrich II zwinge die Sachsen gegen ihren Willen in die preußischen Armee einzutreten; nach Autor gerechtfertigt, da Österreich gegen Friedrich II komplotiert und angegriffen habe; somit Schuld nicht bei Friedrich II; keine Beweise, dass das Sachsen und Österreich verbundet seien, deswegen kann Friedrich II. verlangen, dass sie für Preußen dienen; Autor betont Friedrichs II. Milde; zweiter Vorwurf: den Sachsen wird nicht der nach Gesetz versprochene Unterhalt gegeben; Autor sieht Friedrich nicht in der Schuld, habe alle Gesetze eingehalten; Sachsen gelte nicht als ""Depot"" sondern nun als erorberte Provinz und deswegen Einbezug der Soldaten legitim, wegen Polens feindlicher Gesinnung gegenüber Preußen; Frage wo die Offiziere nun residieren dürfen.",
KnF_1759-11,1759,"Flugschrift,Soldatentum,Kriegsalltag,Frankreich",3,,"Bordeaux, 1759","Relation De La Prise De La Ville De Minden : emportée l'Epée à la Main, par les Troupes Commandées par Mr. le Duc Broglio, avec le Détail de tout ce qui s'y est passé, écrit du Camp Derverdrenn, le 10 & 11. Juillet 1759. à 4. heures du Soir.",4 Seiten,"Französische Sprache; redigiert am 10. und 11 Juli 1759; Einnahme der Stadt Minden durch Franzosen; durchgeführt von Marschall von Broglie; losgelöster Teil der 20. Kompagnie vom Prinzen von Condé; Zastrow Richtung Leuzelberg; Franzosen finde Zastrows Lagerreste, und gebrauchten sie; Broglie Lageraufbrauch von Dengeren (?) am 8. Juli, mit 4000 Mann; 9. Juli um 4:00 Uhr vor Minden, Beginn Kanonade zwischen 6-7 Uhr; Broglie bemerkt, dass die Braunschweig-Partei aus Minden flieht (9 Uhr); folgt ihnen; Überqueren der Weser als Problem; Autor beschreibt ihren alternativen Lösungsweg (nur Broglie und 300 Freiwillige); bis 15 Uhr; 19 Uhr Befehl von Broglie: Angriff des Brückenverteidigungsbauwerk - erfolgreich; erste Kompagnie Fischers greift Braunschweiger an; Gefecht in der Stadt; paralleler Angriff von Broglie mit Grenadierkompagnien; Franzosen erlangen Zugang zur steinernen Brücke, Vorteil: besserer Zugang nach Hannover; weitere Pläne: teilweise Rückkehr in das Dengerenlager; Broglies Reserve nach Minden; Spekulationen um Aufenthalt von Ferdinand von Braunschweig, Onsabrück oder Münster; Darmantiers würde Münster belagern; Sorge um Kassel, da bedroht von Ferdinand durch neue Truppen; Zastrow in Herford und Fischer entfernt sich Richtung Hannover; Wald- und Moorlandschaft erschweren Operation.",
KnF_1759-12,1759,"Flugschrift,Frankreich,Großbritannien,Preußen,Reich",1,,"Cologne, 1759","Suplement A La Gazette De Cologne Du Vendredy, 5 Octobre 1759.",1 Blatt,"Zusatz zur Zeitung ""La Gazette de Cologne"" des 5. Oktober 1759; französische Sprache; Berichte aus Lissabon, London, Prag, Berlin, Braunschweig, Paris; Lissabon (4. Sept.): Gedenken der königlichen Familie an Jahrestag des Attentats auf Joseph I.; Bericht über Handelsgesellschaft in Brasilien; London (25. Sept.): Bericht über See- und Landkriegsvorbereitungen; vermuteter französischer Angriff; Truppenüberprüfungen in Kent und Sussex; Franzosen blockieren in Brest und am Ärmelkanal britische Kriegsschiffe; Frankreich gelang Übernahme von 27 Gebäuden der britischen Kolonie auf Martinique; frühe und dringende Zusammenkunft des britischen Parlaments; Autor vermutet eine Übereinkunft zwischen Großbritannien und Preußen: Zuschuss von 1 Mio. Pfund Sterling und 20 000 Mann; Prag (27. Sept.): Kriegsbericht aus der Lausitz; Friedrich II. mit Truppen Richtung Bober; Heinrich bei Görlitz, Daun bereitet möglichen Angriff vor; Berlin (29. Sept.): Friedirch II Richtung Cottbus, Auseinandersetzungen zwischen Finck und Reichsarmee; Lob der preußischen Infanterie; nach preußischen Angriff preußische Kavallerie von Österreich besiegt; Einnehmen der preußischen Infanterie von elf österreichischen Kanonen; diese wurden wiederum von den Österreichern wieder eingenommen, außerdem noch fünf zusätzliche; große Verluste auf österreichischer Seite, geringe auf preußischer; Braunschweig (22. Sept.): Heirat von Sophie-Caroline-Marie (Tochter des Landesherren von Braunschweig-Wolfenbüttel) mit dem Markgrafen von Brandenburg-Bayreuth; großes Fest; Paris (29. Sept.): Edikt von Ludwig XV. zur Einrichtung von 100 Empfänger von Rentenzahlungen aus öffentlichen Einrichtungen durch das Parlament in Anwesenheit des Königs beschlossen (Lit de Justice).",
KnF_1759-13,1759,"Flugschrift,Reich,Konfession,Bündnissystem,Niederlande",19,,"Straßburg, 1759","Erweiß daß vor Holland, und vor die Freyheit von Europa nichts nützlicher wäre, als wenn Spanien in den Besitz der Oesterreichischen Niederlande gesetzet würde, geführet von A. S. v. Z.",20 Seiten,"Erörterung über mögliche Vorstellungen von gelungenen und schädlichen Staatsbündnissen und Nachbarschaften und deren Bedingungen und Folgen (zwischen Frankreich & Österreich, Frankreich und Spanien, Österreich und Frankreich, Spanien und Republik der vereinigten Niederlande, Frankreich und Republik der vereinigten Niederlande); zu Feindschaften und dem Friede von Utrecht; Kriegseintritt Spaniens und französische Vormachtstellung; die Abtretung der Seehäfen, Provinzen und Kolonien; Argumente für und wider bzgl. französischer Bündnisse und Abtretungen; Grenzstreitigkeiten und gefährliche Nachbarschaften; herrschsüchtige Absichten und Aufhetzungen der Habsbuger; Staatsveränderungen und die Freiheit Europas; Religionshass und die Verbindung zwischen Großbritannien und Kurhannover; das Verteidigungsbündnis des Landgrafen von Hessen; die Rolle Spaniens, als Lösung für die Zwangslage der Republik der Vereinigten Niederlande; Staatsabsichten und Staatsklugheit; die Insel Korsika und die Republik Genua; Verbindungen und Staatsabsichten zur Sicherheit der protestantischen Religion. ",
KnF_1759-14,1759,"Flugschrift,Österreich,Reich,Kriegsalltag,Soldatentum",23,,1759,"Das Bey der combinirten Kayserlichen Und Der Reichs Executions-Armee Eingeführte Recht der Winterquartiere : In Betracht Auf derselben Veranstaltung, Uebernahm und davon geniessenden Befreyung, Auch Der denen Soldaten abzureichenden Gebühr, nebst dem dieserhalb puplicirten Kayserlichen Verpfleg- und Verhaltungs-Mandat d. d. Wien den 2. Jan. 1748.",24 Seiten,"Aufnahme der Fremden in Notzeiten und Beherbergung und Versorgung als natürliche Pflicht; Befehl zur Einquartierung der Soldaten in Winterquartiere; Regeln, Rechte und Verbindlichkeiten, um Fehlverhalten in den Winterquartieren zu vermeiden; Einwilligung der Reichsstände; bürgerliche Pflichten der Reichsuntertanen; über Real-und Personalbefreiungen zur Einquartierungsverpflichtung; außerordentliche Fälle und ritterschaftliche Privilegien; Entschädigungen und Subsidien; die Wohlfahrt als höchstes Gesetz und ihre Verordnungen und Befehle; das kaiserliche Verpflegungsmandat in 5 Artikeln; Festlegung über Höhe und Beschaffenheit der Ration für die Soldaten und Pferde sowie den Sold; über Vergütungen und Strafen bei den Verpflegungs-und Quartiersordonanzen. ",
